,System,Night,T_sececl,Tmid,Obs_start,Obs_end,Sunalt_start,Sunalt_mid,Sunalt_end,Airm_start,Airm_mid,Airm_end,Moon_dist,Timing,GoodCond,GoodCond_before,GoodCond_after
2213,GJ 3473 b,2022-01-24,2459604.54485162,2459604.613254614,2459604.5507544153,2459604.6757548503,-20.64,-35.9,-45.3,1.74,1.26,1.13,88.09,After,True,1.74,5.35
2214,GJ 3473 b,2022-01-25,2459605.742860977,2459605.6744577778,2459605.611957435,2459605.736958161,-35.8,-45.42,-45.32,1.26,1.13,1.2,101.74,Before,True,3.22,3.82
2215,GJ 3473 b,2022-01-30,2459610.534922874,2459610.603326561,2459610.540825729,2459610.665827431,-18.58,-34.78,-45.8,1.66,1.24,1.13,158.06,After,True,1.56,5.2
2216,GJ 3473 b,2022-01-31,2459611.732944317,2459611.664540425,2459611.6020394494,2459611.727041441,-34.68,-45.91,-47.7,1.23,1.13,1.22,156.62,Before,True,3.04,3.67
2217,GJ 3473 b,2022-02-06,2459617.7230874468,2459617.6546828765,2459617.5921812817,2459617.7171845124,-33.51,-46.24,-49.98,1.21,1.13,1.24,88.95,Before,True,2.88,3.51
2218,GJ 3473 b,2022-02-12,2459623.713288538,2459623.6448833155,2459623.5823811237,2459623.7073855475,-32.3,-46.4,-52.11,1.2,1.13,1.27,27.14,Before,True,2.72,3.35
2219,GJ 3473 b,2022-02-18,2459629.7035451387,2459629.6351392935,2459629.5726365326,2459629.6976420945,-31.05,-46.39,-54.08,1.18,1.14,1.3,60.63,Before,True,2.58,3.19
2220,GJ 3473 b,2022-02-24,2459635.6938545383,2459635.6254481026,2459635.5629448015,2459635.687951443,-29.74,-46.19,-55.83,1.17,1.15,1.33,136.18,Before,True,2.45,3.03
2221,GJ 3473 b,2022-03-02,2459641.6842136886,2459641.6158067016,2459641.5533028957,2459641.678310546,-28.38,-45.79,-57.32,1.15,1.15,1.37,130.32,Before,True,2.32,2.87
2222,GJ 3473 b,2022-03-08,2459647.6746186293,2459647.6062111417,2459647.543706878,2459647.6687154435,-26.97,-45.19,-58.5,1.15,1.17,1.41,59.9,Before,True,2.2,2.71
2223,GJ 3473 b,2022-03-14,2459653.66506462,2459653.5966566885,2459653.5341520174,2459653.659161396,-25.49,-44.39,-59.32,1.14,1.18,1.46,25.71,Before,True,2.08,2.54
2224,GJ 3473 b,2022-03-20,2459659.655546732,2459659.587138412,2459659.5246333852,2459659.6496434743,-23.95,-43.39,-59.75,1.13,1.2,1.52,94.25,Before,True,1.95,2.38
2225,GJ 3473 b,2022-03-26,2459665.6460600807,2459665.577651429,2459665.515146098,2459665.6401567943,-22.34,-42.19,-59.76,1.13,1.22,1.58,158.46,Before,True,1.83,2.21
2226,GJ 3473 b,2022-04-01,2459671.6365994625,2459671.568190543,2459671.5056849658,2459671.6306961533,-20.65,-40.79,-59.33,1.13,1.24,1.65,98.92,Before,True,1.71,2.05
2227,GJ 3473 b,2022-04-07,2459677.6271589687,2459677.558749851,2459677.496244091,2459677.6212556427,-18.88,-39.2,-58.49,1.13,1.26,1.74,33.62,Before,True,1.58,1.88
2228,TOI-954 b,2021-09-05,2459463.964815459,2459463.810172705,2459463.7476768065,2459463.8726686304,-64.19,-46.31,-26.28,1.63,1.18,1.02,101.85,Before,True,2.12,2.09
2229,TOI-954 b,2021-09-09,2459467.649553437,2459467.804196323,2459467.7417003075,2459467.8666923665,-64.2,-47.09,-27.27,1.57,1.16,1.02,133.45,After,True,2.24,2.17
2230,TOI-954 b,2021-10-23,2459511.867170596,2459511.7125217416,2459511.650023386,2459511.77502013,-51.43,-52.23,-41.75,1.33,1.07,1.0,48.42,Before,True,2.92,3.57
2231,TOI-954 b,2021-10-27,2459515.5520576965,2459515.706707068,2459515.644208425,2459515.769205744,-49.49,-51.35,-41.93,1.3,1.06,1.0,75.86,After,True,3.04,3.65
2232,TOI-954 b,2021-11-03,2459522.9218791574,2459522.7672282076,2459522.7047290043,2459522.8297274467,-49.27,-40.53,-25.23,1.03,1.01,1.12,134.08,Before,True,4.95,2.09
2233,TOI-954 b,2021-11-07,2459526.6068143453,2459526.761465849,2459526.6989663383,2459526.823965395,-48.39,-40.73,-26.09,1.02,1.01,1.14,120.26,After,True,5.08,2.18
2234,TOI-954 b,2021-12-10,2459559.7719767704,2459559.6173190046,2459559.554817049,2459559.679820996,-22.54,-35.74,-42.17,1.15,1.01,1.02,67.63,Before,True,1.95,5.12
2235,TOI-954 b,2021-12-14,2459563.457074879,2459563.611733123,2459563.5492308917,2459563.674235389,-20.65,-34.33,-41.65,1.13,1.01,1.03,44.74,After,True,1.77,4.99
2236,TOI-954 b,2021-12-21,2459570.827314185,2459570.672654537,2459570.6101518115,2459570.7351572956,-33.49,-41.3,-39.99,1.0,1.06,1.28,79.55,Before,True,3.16,3.07
2237,TOI-954 b,2021-12-25,2459574.512454104,2459574.6671141665,2459574.604611197,2459574.7296171677,-32.25,-40.93,-40.69,1.0,1.07,1.32,114.48,After,True,3.0,2.94
2238,EPIC 246193072 b,2021-08-08,2459435.9112651483,2459435.787223015,2459435.7247263365,2459435.8497197335,-77.83,-59.35,-38.99,1.15,1.06,1.14,155.49,Before,True,3.93,3.03
2239,EPIC 246193072 b,2021-09-02,2459460.82066438,2459460.6966174925,2459460.6341184205,2459460.759116605,-62.63,-72.74,-62.21,1.23,1.07,1.09,124.27,Before,True,3.4,4.49
2240,EPIC 246193072 b,2021-09-27,2459485.731077911,2459485.60702587,2459485.544524201,2459485.669527578,-32.67,-50.57,-62.26,1.35,1.1,1.07,94.77,Before,True,2.64,5.0
2241,TOI-481 b,2021-10-30,2459518.9254166684,2459518.7605591924,2459518.698060596,2459518.8230578005,-50.85,-42.91,-27.84,1.93,1.47,1.26,82.27,Before,True,1.66,2.31
2242,TOI-481 b,2021-11-20,2459539.587169531,2459539.7520267633,2459539.6895282255,2459539.814525317,-45.36,-39.82,-26.75,1.54,1.29,1.2,86.34,After,True,2.83,2.28
2243,TOI-481 b,2021-11-30,2459549.918045146,2459549.7531876964,2459549.690689117,2459549.815686293,-43.51,-38.34,-25.74,1.4,1.23,1.19,86.57,Before,True,3.51,2.21
2244,TOI-481 b,2021-12-21,2459570.5798335173,2459570.7446914385,2459570.682192634,2459570.8071902622,-41.73,-38.97,-28.13,1.26,1.19,1.24,82.38,After,True,4.69,2.48
2245,TOI-481 b,2021-12-31,2459580.910760459,2459580.7459019725,2459580.6834030002,2459580.808400965,-42.1,-39.65,-28.95,1.21,1.2,1.3,93.62,Before,True,4.86,2.56
2246,TOI-481 b,2022-01-21,2459601.572710191,2459601.737569729,2459601.675070309,2459601.8000691663,-44.59,-44.27,-34.52,1.19,1.26,1.48,82.77,After,True,4.7,3.07
2247,TOI-481 b,2022-01-31,2459611.9037419017,2459611.73888161,2459611.676381944,2459611.8013812914,-47.09,-46.78,-36.55,1.21,1.34,1.66,98.01,Before,True,4.82,2.38
2248,TOI-892 b,2021-12-15,2459564.9067118755,2459564.7463717894,2459564.683871925,2459564.808871692,-41.94,-38.61,-27.37,1.03,1.07,1.29,45.97,Before,True,4.99,2.4
2249,TOI-892 b,2021-12-26,2459575.533331572,2459575.6936739297,2459575.6311730896,2459575.7561748084,-36.84,-42.07,-37.84,1.06,1.04,1.18,101.18,After,True,3.63,3.56
2250,TOI-892 b,2022-01-16,2459596.787048961,2459596.6267018113,2459596.5641991966,2459596.689204464,-23.49,-37.34,-44.42,1.08,1.03,1.14,43.25,Before,True,2.01,3.79
2251,TIC 237913194 b,2021-07-22,2459418.891055655,2459418.798820326,2459418.736322188,2459418.8613184793,-77.33,-57.15,-36.75,1.85,1.46,1.29,68.41,Before,True,1.87,2.88
2252,TIC 237913194 b,2021-09-21,2459479.5661122445,2459479.6583518456,2459479.5958507904,2459479.7208529175,-48.74,-62.96,-63.41,1.66,1.37,1.25,62.65,After,True,2.49,5.45
2253,TIC 237913194 b,2021-10-06,2459494.735325655,2459494.6430849973,2459494.580583252,2459494.705586761,-41.75,-55.89,-59.06,1.51,1.31,1.24,113.23,Before,True,3.11,5.54
2254,TOI-122 b,2021-06-11,2459377.730415467,2459377.8017310933,2459377.7392344386,2459377.8642277657,-75.82,-55.41,-35.21,1.63,1.34,1.22,132.21,After,True,2.55,2.78
2255,TOI-122 b,2021-06-21,2459387.88598035,2459387.814664067,2459387.752166859,2459387.877161295,-72.12,-51.73,-31.63,1.42,1.25,1.21,78.67,Before,True,3.52,2.51
2256,TOI-122 b,2021-08-06,2459433.5873463186,2459433.65866621,2459433.596165817,2459433.721166623,-54.0,-73.67,-79.11,1.57,1.31,1.22,138.72,After,True,2.79,6.13
2257,TOI-122 b,2021-08-11,2459438.665425779,2459438.5941054556,2459438.531604703,2459438.656606224,-32.59,-52.99,-72.4,1.98,1.5,1.29,118.56,Before,True,1.56,7.63
2258,TOI-122 b,2021-08-11,2459438.665425779,2459438.7367461296,2459438.6742453338,2459438.7992469477,-76.92,-74.13,-55.04,1.25,1.21,1.28,117.2,After,True,4.99,4.21
2259,TOI-122 b,2021-08-16,2459443.7435358563,2459443.6722150794,2459443.6097139358,2459443.7347162454,-57.6,-75.41,-73.42,1.38,1.24,1.21,65.0,Before,True,3.77,5.7
2260,TOI-122 b,2021-08-16,2459443.7435358563,2459443.814856661,2459443.7523554675,2459443.8773578736,-68.66,-49.17,-28.77,1.23,1.35,1.65,63.55,After,True,7.19,2.27
2261,TOI-122 b,2021-08-21,2459448.8216758445,2459448.7503546258,2459448.6878530933,2459448.812856179,-76.51,-68.0,-48.9,1.21,1.24,1.39,41.58,Before,True,5.97,3.64
2262,TOI-122 b,2021-10-06,2459494.526096411,2459494.5974204903,2459494.5349164275,2459494.659924573,-28.51,-46.18,-58.16,1.23,1.21,1.31,104.45,After,True,2.33,4.29
2263,TOI-122 b,2021-10-11,2459499.604463133,2459499.675787417,2459499.6132831746,2459499.7382916748,-48.74,-57.57,-53.09,1.24,1.4,1.76,50.33,After,True,4.17,2.08
2264,TOI-122 b,2021-10-16,2459504.682841104,2459504.6115166773,2459504.54901233,2459504.674021042,-31.08,-47.06,-55.7,1.21,1.26,1.45,48.75,Before,True,2.57,3.3
2265,TOI-237 b,2021-07-05,2459401.691656024,2459401.7646904304,2459401.7021951857,2459401.8271857,-87.86,-68.52,-48.13,1.93,1.29,1.06,81.43,After,True,1.61,3.74
2266,TOI-237 b,2021-08-01,2459428.870470025,2459428.7974334154,2459428.7349363244,2459428.859930541,-76.56,-56.88,-36.45,1.11,1.01,1.04,78.42,Before,True,4.16,2.85
2267,TOI-237 b,2021-08-12,2459439.7422441463,2459439.6692065084,2459439.6067085313,2459439.7317045145,-56.98,-75.55,-75.19,1.8,1.25,1.05,139.06,Before,True,1.81,5.82
2268,TOI-237 b,2021-08-12,2459439.7422441463,2459439.8152818317,2459439.7527837795,2459439.8777799187,-69.39,-49.69,-29.26,1.02,1.02,1.16,137.29,After,True,5.31,2.31
2269,TOI-237 b,2021-08-23,2459450.6141858567,2459450.6872246494,2459450.62472565,2459450.7497236817,-61.5,-75.83,-67.63,1.33,1.08,1.0,21.91,After,True,2.96,5.24
2270,TOI-237 b,2021-09-19,2459477.794819269,2459477.7217773707,2459477.659275754,2459477.7842790224,-63.74,-64.07,-49.99,1.01,1.03,1.2,20.34,Before,True,5.45,3.5
2271,TOI-237 b,2021-09-30,2459488.6673828666,2459488.5943398755,2459488.5318373227,2459488.656842462,-28.37,-46.64,-59.82,1.27,1.05,1.0,136.0,Before,True,2.31,5.83
2272,TOI-237 b,2021-09-30,2459488.6673828666,2459488.740425905,2459488.6779232724,2459488.8029285683,-61.74,-56.73,-41.33,1.02,1.15,1.53,137.6,After,True,5.81,2.33
2273,TOI-237 b,2021-10-11,2459499.5401111706,2459499.613155211,2459499.550651721,2459499.675658736,-32.41,-48.71,-57.57,1.08,1.0,1.06,66.93,After,True,2.66,4.66
2274,TOI-237 b,2021-11-07,2459526.7225235803,2459526.649477489,2459526.5869722744,2459526.7119827294,-36.24,-46.84,-47.61,1.03,1.2,1.66,70.67,Before,True,3.2,2.02
2275,LP 714-47 b,2021-09-19,2459477.730752889,2459477.8064209195,2459477.7439255253,2459477.868916346,-60.11,-43.58,-24.07,1.46,1.12,1.03,70.83,After,True,2.49,1.93
2276,LP 714-47 b,2021-09-27,2459485.8342591794,2459485.7585906703,2459485.696094919,2459485.821086453,-63.08,-53.97,-36.88,1.75,1.22,1.05,43.06,Before,True,1.87,2.93
2277,LP 714-47 b,2021-10-01,2459489.8860320123,2459489.810363197,2459489.747867198,2459489.872859232,-54.9,-38.9,-19.76,1.22,1.05,1.04,81.51,Before,True,3.37,1.62
2278,LP 714-47 b,2021-11-23,2459542.5608201777,2459542.636494043,2459542.573993829,2459542.698994293,-29.89,-41.41,-44.55,1.4,1.1,1.02,63.11,After,True,2.65,5.04
2279,LP 714-47 b,2021-11-27,2459546.6128856963,2459546.6885600495,2459546.6260594325,2459546.7510607056,-39.16,-44.0,-38.98,1.1,1.02,1.1,105.06,After,True,3.84,3.77
2280,LP 714-47 b,2021-12-01,2459550.664975354,2459550.7406501975,2459550.6781491754,2459550.8031512555,-43.21,-39.99,-28.63,1.02,1.11,1.41,144.45,After,True,5.03,2.51
2281,LP 714-47 b,2021-12-05,2459554.717089026,2459554.6414137534,2459554.5789124244,2459554.7039151215,-28.91,-39.87,-42.6,1.18,1.04,1.05,127.42,Before,True,2.59,4.71
2282,LP 714-47 b,2021-12-09,2459558.7692263327,2459558.693550586,2459558.631048863,2459558.756052346,-37.98,-42.43,-37.35,1.04,1.05,1.25,80.31,Before,True,3.79,3.2
2283,LP 714-47 b,2021-12-13,2459562.821386677,2459562.745710476,2459562.6832083706,2459562.8082126128,-42.04,-38.7,-27.44,1.05,1.25,1.85,41.53,Before,True,4.99,1.68
2284,TOI-942 b,2021-11-18,2459537.754340384,2459537.634831643,2459537.572332929,2459537.6973303873,-30.5,-42.3,-45.65,1.88,1.26,1.05,45.32,Before,True,1.68,5.11
2285,TOI-942 b,2021-12-01,2459550.72676441,2459550.607253703,2459550.5447539617,2459550.6697534746,-21.35,-35.31,-42.88,1.76,1.22,1.03,129.24,Before,True,1.83,5.71
2286,TOI-942 c,2021-11-19,2459538.8684796244,2459538.7799000544,2459538.7174011846,2459538.8423989606,-44.28,-34.81,-19.6,1.02,1.03,1.19,43.69,Before,True,5.22,1.62
2287,TOI-251 b,2021-06-30,2459396.703453733,2459396.798558007,2459396.736062495,2459396.861053544,-77.75,-57.32,-37.09,1.61,1.2,1.05,35.65,After,True,2.23,2.92
2288,TOI-251 b,2021-09-02,2459460.892143153,2459460.797031383,2459460.7345309868,2459460.8595318096,-68.2,-51.15,-31.24,1.03,1.11,1.36,131.96,Before,True,6.39,2.46
2289,TOI-251 b,2021-09-07,2459465.8299613497,2459465.7348489296,2459465.67234811,2459465.797349782,-69.39,-66.37,-49.72,1.05,1.03,1.14,145.13,Before,True,5.22,3.86
2290,TOI-251 b,2021-09-12,2459470.7678144868,2459470.6727014296,2459470.6102001914,2459470.7352027,-54.31,-67.79,-64.48,1.15,1.03,1.05,86.13,Before,True,4.06,5.24
2291,TOI-251 b,2021-09-17,2459475.7057019207,2459475.610588243,2459475.5480865953,2459475.673089921,-34.98,-53.52,-66.12,1.38,1.11,1.03,30.9,Before,True,2.79,6.41
2292,TOI-251 b,2021-09-17,2459475.7057019207,2459475.800815672,2459475.738313929,2459475.8633174403,-62.01,-45.83,-26.38,1.07,1.27,1.77,29.65,After,True,7.36,1.84
2293,TOI-251 b,2021-09-22,2459480.643622794,2459480.73873715,2459480.6762350095,2459480.8012393205,-64.59,-60.05,-44.22,1.02,1.1,1.34,54.01,After,True,5.83,3.0
2294,TOI-251 b,2021-09-27,2459485.581576226,2459485.6766911675,2459485.614188642,2459485.739193725,-52.37,-62.79,-58.09,1.05,1.03,1.13,106.35,After,True,4.31,4.17
2295,TOI-251 b,2021-10-02,2459490.5195612106,2459490.6146767177,2459490.5521738213,2459490.6771796453,-34.29,-51.31,-60.96,1.16,1.04,1.04,152.08,After,True,2.78,5.33
2296,TOI-776 b,2021-06-09,2459375.4589703623,2459375.557796919,2459375.495292412,2459375.620301451,-24.73,-44.72,-65.06,1.03,1.14,1.45,115.14,After,True,2.03,2.63
2297,TOI-776 b,2022-01-09,2459589.8726754645,2459589.7738642683,2459589.7113695135,2459589.836359044,-43.34,-37.06,-23.81,1.73,1.25,1.07,141.35,Before,True,1.96,2.01
2298,TOI-776 b,2022-02-03,2459614.6105460343,2459614.7093581883,2459614.646862794,2459614.7718536067,-44.24,-49.22,-43.16,1.69,1.24,1.06,136.05,After,True,2.05,3.96
2299,TOI-776 b,2022-02-11,2459622.856581047,2459622.7577681495,2459622.695272329,2459622.820264,-51.58,-47.72,-34.67,1.2,1.05,1.03,101.93,Before,True,3.73,2.91
2300,TOI-776 b,2022-03-08,2459647.5950842677,2459647.693899781,2459647.631402259,2459647.756397335,-51.48,-60.78,-55.63,1.19,1.05,1.04,123.19,After,True,3.84,4.74
2301,TOI-776 b,2022-03-16,2459655.8414141242,2459655.742597449,2459655.68009924,2459655.8050956894,-63.01,-60.56,-45.78,1.04,1.05,1.19,49.73,Before,True,5.53,3.64
2302,TOI-776 b,2022-04-10,2459680.5809601317,2459680.6797801605,2459680.6172797815,2459680.742280571,-58.14,-72.73,-67.58,1.03,1.05,1.21,71.59,After,True,4.53,3.65
2303,TOI-776 b,2022-04-18,2459688.827665612,2459688.7288443805,2459688.666343281,2459688.7913455055,-73.28,-72.53,-54.81,1.06,1.25,1.72,54.6,Before,True,5.82,1.95
2304,TOI-776 b,2022-05-13,2459713.568316303,2459713.6671405495,2459713.604637504,2459713.729643618,-59.63,-79.27,-76.67,1.08,1.28,1.8,38.15,After,True,4.59,1.79
2305,TOI-776 c,2021-05-28,2459363.6945505263,2459363.583640673,2459363.521136721,2459363.6461446523,-33.02,-53.29,-73.71,1.03,1.12,1.4,87.22,Before,True,2.65,2.8
2306,TOI-776 c,2022-01-18,2459598.6759665436,2459598.786860238,2459598.7243653494,2459598.8493551514,-44.54,-36.53,-22.12,1.39,1.12,1.03,70.34,After,True,2.86,1.84
2307,TOI-776 c,2022-03-06,2459645.668807296,2459645.779705448,2459645.7172080427,2459645.8422028846,-59.86,-50.14,-33.23,1.03,1.06,1.23,136.79,After,True,5.77,2.66
2308,TOI-776 c,2022-04-22,2459692.664236382,2459692.5533311274,2459692.490829775,2459692.6158325104,-19.97,-40.4,-60.45,1.26,1.07,1.03,96.49,Before,True,1.66,5.9
2309,TOI-561 b,2021-12-20,2459569.856079421,2459569.779829033,2459569.717334445,2459569.8423236557,-41.33,-33.58,-19.68,1.89,1.33,1.17,37.23,Before,True,1.67,1.63
2310,TOI-561 b,2021-12-30,2459579.680001896,2459579.7562530185,2459579.6937577864,2459579.8187482855,-42.3,-38.24,-26.49,1.83,1.31,1.17,96.06,After,True,1.76,2.3
2311,TOI-561 b,2022-01-03,2459583.6989100077,2459583.7751615182,2459583.712665968,2459583.837657106,-42.48,-35.87,-22.53,1.51,1.21,1.17,154.29,After,True,2.48,1.9
2312,TOI-561 b,2022-01-06,2459586.8247413626,2459586.748489515,2459586.6859937334,2459586.8109853333,-42.77,-40.17,-29.28,1.69,1.27,1.16,158.1,Before,True,2.03,2.58
2313,TOI-561 b,2022-01-07,2459587.717838432,2459587.7940903604,2459587.7315944675,2459587.8565862924,-41.98,-33.0,-18.29,1.32,1.17,1.22,145.66,After,True,3.19,1.5
2314,TOI-561 b,2022-01-10,2459590.8436865634,2459590.7674342785,2459590.7049381407,2459590.8299304554,-43.61,-38.28,-25.56,1.43,1.19,1.19,109.96,Before,True,2.75,2.18
2315,TOI-561 b,2022-01-14,2459594.862654347,2459594.786401604,2459594.723905091,2459594.8488981565,-43.73,-35.78,-21.5,1.28,1.16,1.26,63.26,Before,True,3.47,1.79
2316,TOI-561 b,2022-01-16,2459596.6488698153,2459596.7251226837,2459596.6626260206,2459596.787619385,-42.5,-44.06,-35.96,1.64,1.25,1.16,40.85,After,True,2.13,3.29
2317,TOI-561 b,2022-01-19,2459599.7747582286,2459599.6985049727,2459599.6360080363,2459599.7610019455,-39.36,-45.28,-41.08,1.88,1.32,1.17,11.72,Before,True,1.68,3.98
2318,TOI-561 b,2022-01-20,2459600.667872004,2459600.7441253564,2459600.6816282966,2459600.8066224568,-44.84,-43.4,-32.9,1.4,1.18,1.19,15.16,After,True,2.84,2.9
2319,TOI-561 b,2022-01-23,2459603.7937798263,2459603.7175260712,2459603.6550287283,2459603.780023453,-42.89,-46.02,-38.92,1.53,1.22,1.17,49.87,Before,True,2.4,3.59
2320,TOI-561 b,2022-01-24,2459604.6868992136,2459604.7631530687,2459604.7006555963,2459604.8256505816,-46.46,-41.95,-29.33,1.26,1.16,1.27,63.63,After,True,3.56,2.51
2321,TOI-561 b,2022-01-27,2459607.8128271583,2459607.7365728864,2459607.6740751215,2459607.799070691,-45.87,-45.88,-36.1,1.34,1.17,1.21,104.81,Before,True,3.12,3.19
2322,TOI-561 b,2022-01-28,2459608.7059523566,2459608.7822067323,2459608.719708833,2459608.8447046713,-47.23,-39.73,-25.32,1.19,1.19,1.41,119.79,After,True,4.28,2.11
2323,TOI-561 b,2022-01-29,2459609.599078968,2459609.6753333923,2459609.6128354543,2459609.7378313686,-36.7,-46.48,-46.31,1.82,1.31,1.17,132.62,After,True,1.78,4.7
2324,TOI-561 b,2022-01-31,2459611.831901095,2459611.7556462917,2459611.693148091,2459611.8181445324,-48.12,-44.84,-32.68,1.23,1.17,1.32,160.84,Before,True,3.84,2.8
2325,TOI-561 b,2022-02-01,2459612.725032282,2459612.8012871924,2459612.738788855,2459612.863785568,-47.07,-36.81,-20.91,1.16,1.26,1.67,168.71,After,True,5.0,1.72
2326,TOI-561 b,2022-02-02,2459613.618164916,2459613.6944198753,2459613.6319214986,2459613.756918292,-41.4,-48.74,-45.23,1.5,1.21,1.17,163.45,After,True,2.5,4.3
2327,TOI-561 b,2022-02-04,2459615.8510023355,2459615.774746991,2459615.7122483463,2459615.837245676,-49.48,-42.92,-28.74,1.17,1.21,1.5,138.4,Before,True,4.56,2.4
2328,TOI-561 b,2022-02-05,2459616.744139629,2459616.667884235,2459616.6053855484,2459616.73038296,-36.47,-47.65,-48.96,1.67,1.26,1.16,127.3,Before,True,2.06,4.97
2329,TOI-561 b,2022-02-06,2459617.6372783864,2459617.71353389,2459617.6510350667,2459617.776032754,-45.69,-50.08,-43.23,1.32,1.17,1.23,114.55,After,True,3.22,3.81
2330,TOI-561 b,2022-02-08,2459619.870131295,2459619.793875407,2459619.7313763127,2459619.856374538,-49.82,-40.18,-24.34,1.17,1.31,1.82,89.88,Before,True,5.28,1.75
2331,TOI-561 b,2022-02-09,2459620.7632747567,2459620.6870188136,2459620.6245196788,2459620.749517989,-41.66,-50.53,-48.27,1.42,1.19,1.19,79.49,Before,True,2.78,4.25
2332,TOI-561 b,2022-02-10,2459621.6564196865,2459621.7326757396,2459621.6701764655,2459621.7951750536,-49.41,-50.35,-40.4,1.22,1.17,1.34,67.39,After,True,3.95,3.09
2333,TOI-561 b,2022-02-13,2459624.7824378316,2459624.7061813376,2459624.643681752,2459624.768680964,-46.49,-52.45,-46.53,1.27,1.16,1.26,33.12,Before,True,3.51,3.53
2334,TOI-561 b,2022-02-14,2459625.6755889524,2459625.751845556,2459625.6893458306,2459625.8143453207,-52.33,-49.5,-36.85,1.17,1.22,1.53,21.55,After,True,4.67,2.37
2335,TOI-561 b,2022-02-15,2459626.5687415465,2459626.6449982016,2459626.582498435,2459626.707498008,-33.03,-47.33,-53.14,1.62,1.25,1.16,13.41,After,True,2.17,4.87
2336,TOI-561 b,2022-02-17,2459628.801628895,2459628.7253718516,2459628.6628718143,2459628.787871929,-50.78,-53.22,-43.83,1.19,1.18,1.4,22.29,Before,True,4.23,2.81
2337,TOI-561 b,2022-02-18,2459629.6947862054,2459629.6185291116,2459629.5560290315,2459629.6810292294,-26.33,-42.81,-53.14,1.85,1.32,1.17,32.9,Before,True,1.73,5.3
2338,TOI-561 b,2022-02-18,2459629.6947862054,2459629.7710433593,2459629.708543183,2459629.833543572,-54.19,-47.54,-32.69,1.17,1.33,1.88,34.8,After,True,5.39,1.64
2339,TOI-561 b,2022-02-19,2459630.5879449877,2459630.6642021914,2459630.6017019744,2459630.7267024484,-39.04,-51.64,-53.82,1.39,1.18,1.19,46.17,After,True,2.89,4.14
2340,TOI-561 b,2022-02-21,2459632.820847917,2459632.7445903267,2459632.6820898387,2459632.8070908524,-54.3,-52.71,-40.31,1.16,1.25,1.65,73.78,Before,True,4.95,2.08
2341,TOI-561 b,2022-02-22,2459633.714011407,2459633.6377537637,2459633.575253235,2459633.7002543323,-32.76,-48.17,-55.6,1.52,1.21,1.17,85.93,Before,True,2.45,4.58
2342,TOI-561 b,2022-02-23,2459634.6071763635,2459634.6834341157,2459634.6209334494,2459634.745934823,-44.85,-55.14,-53.19,1.25,1.16,1.28,100.32,After,True,3.62,3.42
2343,TOI-561 b,2022-02-26,2459637.73326448,2459637.657006289,2459637.594505313,2459637.719507306,-39.11,-53.03,-56.76,1.33,1.17,1.22,141.53,Before,True,3.18,3.86
2344,TOI-561 b,2022-02-27,2459638.62643558,2459638.702693879,2459638.6401927643,2459638.765195033,-50.32,-57.51,-51.28,1.18,1.19,1.43,155.4,After,True,4.34,2.69
2345,TOI-561 b,2022-02-28,2459639.5196081344,2459639.5958664846,2459639.533365329,2459639.658367678,-21.83,-40.04,-53.96,1.79,1.3,1.16,165.46,After,True,1.81,5.19
2346,TOI-561 b,2022-03-02,2459641.7525452203,2459641.676286489,2459641.6137850685,2459641.7387879496,-45.29,-57.11,-56.46,1.22,1.17,1.33,157.2,Before,True,3.77,3.13
2347,TOI-561 b,2022-03-03,2459642.6457223897,2459642.721981228,2459642.659479671,2459642.784482822,-55.24,-58.45,-48.26,1.16,1.27,1.7,144.25,After,True,4.89,1.97
2348,TOI-561 b,2022-03-04,2459643.5389009896,2459643.6151598734,2459643.55265828,2459643.6776615074,-28.7,-46.26,-58.02,1.48,1.2,1.18,132.96,After,True,2.34,4.47
2349,TOI-561 b,2022-03-06,2459645.7718531764,2459645.6955939163,2459645.633092061,2459645.75809581,-51.18,-60.06,-54.71,1.17,1.22,1.52,107.17,Before,True,4.31,2.41
2350,TOI-561 b,2022-03-07,2459646.665036279,2459646.588776974,2459646.5262750825,2459646.651278904,-21.29,-40.1,-55.29,1.64,1.25,1.16,96.43,Before,True,1.76,4.9
2351,TOI-561 b,2022-03-08,2459647.558220774,2459647.6344801807,2459647.5719781583,2459647.6969822436,-35.53,-52.18,-60.89,1.3,1.17,1.23,84.07,After,True,2.88,3.74
2352,TOI-561 b,2022-03-10,2459649.7911876515,2459649.71492788,2459649.6524256025,2459649.7774301935,-56.61,-61.49,-51.7,1.17,1.32,1.86,59.91,Before,True,4.84,1.68
2353,TOI-561 b,2022-03-11,2459650.6843765127,2459650.608116696,2459650.545614386,2459650.670619046,-28.32,-46.63,-59.92,1.4,1.18,1.19,49.64,Before,True,2.3,4.18
2354,TOI-561 b,2022-03-12,2459651.57756672,2459651.653826635,2459651.5913241957,2459651.716329113,-42.29,-57.61,-62.17,1.21,1.17,1.35,37.66,After,True,3.41,3.01
2355,TOI-561 b,2022-03-15,2459654.703742233,2459654.6274819216,2459654.564979206,2459654.689984677,-35.34,-52.92,-63.39,1.26,1.16,1.27,11.34,Before,True,2.83,3.45
2356,TOI-561 b,2022-03-16,2459655.5969379507,2459655.673198356,2459655.610695515,2459655.735701235,-48.9,-62.22,-61.63,1.17,1.23,1.56,18.14,After,True,3.95,2.29
